"Source","Target","Confidence","Documents","Doc_IDs"
"DNAJC5","SCLERODERMA",75.6644476431075,3,"Medline_17566834,Medline_21814481,Pmcoa_3149280"
"MRSS","SCLERODERMA",62.4228397216399,9,"Patent_US20110189682,Patent_EP2852411A1,Patent_WO2014190316A1,Patent_WO2013177264A1,Patent_EP2999484A1,Patent_US20150158942,Patent_US20160083482,Patent_US20160289319,Pmcoa_4653845"
"PDGFRB","SCLERODERMA",71.3363630283698,2,"Pmcoa_4057313,Medline_19180499"
"MGP","SCLERODERMA",66.6855044582565,2,"Medline_17050587,Patent_US20110212448"
"EP300","SCLERODERMA",78.5836485098181,3,"Pmcoa_3626729,Medline_23303459,Medline_16319104"
"SIGLEC1","SCLERODERMA",69.4510520179377,2,"Pmcoa_5331713,Medline_17328080"
"TMEM11","SCLERODERMA",62.2461425064211,2,"Medline_15899056,Pmcoa_1174964"
"SOX5","SCLERODERMA",65.2875249650041,2,"Medline_21779181,Pmcoa_3136437"
"EGFL7","SCLERODERMA",65.7285788498798,2,"Pmcoa_3978601,Medline_24286167"
"FOSL2","SCLERODERMA",76.0448563634083,3,"Medline_20039427,Medline_26814616,Medline_19933934"
"CCL13","SCLERODERMA",73.9586331366938,2,"Medline_21428976,Medline_19747218"
"PDGFRA","SCLERODERMA",77.3335743136842,3,"Medline_25808833,Pmcoa_3446529,Pmcoa_3618422"
"HTR2A","SCLERODERMA",73.745095385316,3,"Medline_19435465,Pmcoa_2688170,Pmcoa_2688175"
"RBFOX2","SCLERODERMA",60.9774239142326,2,"Medline_20131247,Patent_WO2011131193A1"
"PPP2R4","SCLERODERMA",69.7881841071322,2,"Pmcoa_3008687,Medline_21134273"
"MIR-7","SCLERODERMA",66.963199351992,2,"Medline_22965811,Pmcoa_5497286"
"HT","SCLERODERMA",65.1551489824109,2,"Medline_23256875,Pmcoa_3532086"
"WIF1","SCLERODERMA",65.3170041982868,2,"Medline_25185156,Pmcoa_4826689"
"EPHB2","SCLERODERMA",65.0661452459,2,"Patent_WO2017050976A1,Pmcoa_5019431"
"SMAD2","SCLERODERMA",78.2118306975499,5,"Pmcoa_3446527,Pmcoa_4566861,Patent_WO2010088778A1,Patent_US20120079614,Patent_WO2017019454A2"
"CA5A","SCLERODERMA",62.9643874789896,2,"Pmcoa_3849990,Medline_24011378"
"KLF5","SCLERODERMA",66.7622604596051,2,"Pmcoa_4268882,Medline_25986681"
"IRF7","SCLERODERMA",77.1067130626364,2,"Medline_21926187,Medline_28952189"
"PTBP1","SCLERODERMA",71.9719080018936,2,"Medline_8843857,Medline_19961792"
"ERI1","SCLERODERMA",62.8579967876689,2,"Patent_WO2017050976A1,Pmcoa_5019431"
"SERPINF1","SCLERODERMA",73.910949084789,2,"Pmcoa_5867407,Medline_29259049"
"SEMA3E","SCLERODERMA",67.0361446607149,2,"Pmcoa_4546224,Medline_26292963"
"CENPA","SCLERODERMA",61.1831482396036,2,"Medline_26455561,Pmcoa_3632547"
"VGLL3","SCLERODERMA",63.7622153545233,2,"Medline_27992404,Pmcoa_5289297"
"PTP4A1","SCLERODERMA",61.1948007235022,2,"Medline_29057934,Pmcoa_5651906"
"VNN1","SCLERODERMA",66.3675076063996,2,"Medline_27647831,Patent_WO2017097838A1"
"HTR1A","SCLERODERMA",61.3726469894077,2,"Medline_27586891,Pmcoa_5009650"
"POLR3A","SCLERODERMA",61.1510848194478,3,"Pmcoa_5404302,Patent_US20160303209,Patent_WO2015085099A1"
"EDNRA","SCLERODERMA",70.3748715967779,5,"Pmcoa_4566861,Patent_EP2271326A1,Patent_US20110201691,Patent_US9555013,Patent_WO2009118541A1"
"MUC16","SJOGREN'S SYNDROME",65.2855393681111,2,"Medline_19122828,Patent_US20120252756"
"LILRA3","SJOGREN'S SYNDROME",70.8686548865454,2,"Medline_19790059,Medline_24363809"
"AQP1","SJOGREN'S SYNDROME",65.7902370138163,4,"Patent_EP2890791A2,Patent_WO2014036468A2,Medline_28458621,Pmcoa_5407981"
"SPTAN1","SJOGREN'S SYNDROME",76.7694854399806,13,"Medline_16014536,Patent_US20070184502,Medline_18419828,Medline_12848967,Medline_12887055,Medline_11327263,Medline_10328193,Medline_16531552,Pmcoa_2453764,Pmcoa_2585852,Patent_US20160287685,Medline_18646720,Patent_US20140161915"
"TTR","SJOGREN'S SYNDROME",74.4327733167198,2,"Medline_20715466,Medline_26339445"
"SMAD4","SJOGREN'S SYNDROME",65.648613574035,2,"Medline_27880731,Pmcoa_5348321"
"ABCA1","SJOGREN'S SYNDROME",64.5269483419531,2,"Medline_11355874,Patent_WO2017123795A1"
"AQP5","SJOGREN'S SYNDROME",76.443292223557,9,"Patent_US20060062787,Medline_20505281,Medline_11247557,Medline_28665757,Patent_US20070014797,Patent_WO2006012508A2,Medline_11232635,Pmcoa_3822690,Pmcoa_4402476"
"MRGPRF","SJOGREN'S SYNDROME",71.0490858758478,3,"Medline_1335804,Pmcoa_5641498,Pmcoa_3565150"
"E2F1","SJOGREN'S SYNDROME",65.4323746418482,2,"Pmcoa_3283720,Medline_15470032"
"CA2","SJOGREN'S SYNDROME",71.399806018619,2,"Medline_8613065,Medline_17622741"
"PSMB8","SJOGREN'S SYNDROME",65.3005662847998,5,"Patent_WO2017156471A1,Medline_16646031,Patent_WO2015195950A1,Patent_EP3157909A1,Patent_WO2014075098A1"
"LTBR","SJOGREN'S SYNDROME",74.4081668442808,3,"Pmcoa_3334628,Medline_19222863,Pmcoa_2688257"
"MAP1LC3B","SJOGREN'S SYNDROME",61.2672202602615,2,"Medline_29222450,Pmcoa_5722946"
"TBCE","SJOGREN'S SYNDROME",62.4449072412183,3,"Patent_US5679713,Patent_US5908866,Pmcoa_3306104"
"LCN1","SJOGREN'S SYNDROME",62.4948670049501,2,"Medline_16249071,Patent_WO2016194014A1"
"CRISP3","SJOGREN'S SYNDROME",61.2205668708221,4,"Medline_17665393,Patent_US20170058348,Patent_EP3105346A1,Patent_WO2015121417A1"
"SNRPG","SJOGREN'S SYNDROME",60.5399854496625,2,"Pmcoa_4998650,Medline_21566864"
"SPAST","SJOGREN'S SYNDROME",60.3478094749146,2,"Medline_25390646,Pmcoa_4229207"
"ID3","SJOGREN'S SYNDROME",63.0444288136861,2,"Pmcoa_5090056,Medline_15485622"
"MSN","SJOGREN'S SYNDROME",63.9197329453375,6,"Medline_29557737,Patent_EP2624851B1,Patent_WO2012045273A1,Patent_US20130210678,Patent_US9632098,Patent_EP2624851A1"
"LRP2","SJOGREN'S SYNDROME",63.6200572716528,2,"Medline_28577559,Pmcoa_5455124"
"PSS","SJOGREN'S SYNDROME",63.4638131476392,2,"Medline_2244254,Pmcoa_4286932"
"C4A","SYSTEMIC LUPUS ERYTHEMATOSUS",86.8890490857795,13,"Medline_4096884,Medline_11033017,Medline_10529130,Medline_2044237,Medline_21695597,Medline_15310011,Medline_2289315,Medline_9797559,Medline_14719377,Medline_7728395,Pmcoa_4088925,Medline_28205620,Pmcoa_5311832"
"CD5","SYSTEMIC LUPUS ERYTHEMATOSUS",86.1250994076046,5,"Medline_25402503,Pmcoa_4234640,Medline_19380809,Pmcoa_2866250,Medline_7534494"
"DNASE1","SYSTEMIC LUPUS ERYTHEMATOSUS",88.5593447024088,27,"Medline_16606442,Medline_19181929,Medline_19844716,Medline_15569484,Medline_26879320,Medline_23183758,Medline_19863681,Medline_4738335,Medline_5462671,Medline_9158089,Pmcoa_1526614,Pmcoa_5006695,Patent_EP0854927B1,Patent_EP0910647A1,Patent_EP0910647B1,Patent_EP1980618A2,Patent_US20080293121,Patent_US20020173025,Patent_US20050170365,Patent_US6348343,Patent_WO1996026279A1,Patent_US7407785,Patent_US6391607,Medline_15333586,Medline_10835632,Patent_EP1635798A2,Patent_WO2005000282A2"
"TNFRSF13C","SYSTEMIC LUPUS ERYTHEMATOSUS",86.1635063998711,7,"Medline_21250838,Medline_20974656,Pmcoa_3280206,Pmcoa_4763815,Medline_25689512,Pmcoa_4331425,Medline_16276047"
"FUT1","SYSTEMIC LUPUS ERYTHEMATOSUS",86.5184574100598,3,"Medline_17447103,Medline_23770628,Medline_23315165"
"HAVCR2","SYSTEMIC LUPUS ERYTHEMATOSUS",90.0263822052557,5,"Medline_25337827,Medline_25493386,Medline_27049082,Medline_27394439,Pmcoa_5364832"
"CD27","SYSTEMIC LUPUS ERYTHEMATOSUS",88.4014774441949,5,"Medline_8938100,Medline_7641505,Medline_26713408,Medline_25156507,Pmcoa_2039801"
"CD72","SYSTEMIC LUPUS ERYTHEMATOSUS",80.4587110450856,4,"Medline_26883681,Medline_24461079,Pmcoa_5893899,Medline_15459183"
"CDR1","SYSTEMIC LUPUS ERYTHEMATOSUS",79.3302413989451,3,"Medline_18209054,Medline_12937633,Patent_US20090148405"
"TG","SYSTEMIC LUPUS ERYTHEMATOSUS",82.6195907908802,4,"Medline_11344381,Medline_28544477,Medline_3490937,Pmcoa_3744545"
"HLA-DRB5","SYSTEMIC LUPUS ERYTHEMATOSUS",84.2022973847438,11,"Medline_17910142,Medline_12145745,Medline_8000739,Medline_24366815,Medline_26919467,Patent_EP2612924A2,Patent_EP2158335A2,Patent_EP2612924B1,Patent_US20110046094,Patent_WO2008144761A2,Pmcoa_4769216"
"HISTONE H1","SYSTEMIC LUPUS ERYTHEMATOSUS",84.5442905855288,6,"Medline_1454059,Medline_16169158,Medline_2390129,Medline_18375534,Medline_2423279,Medline_7511086"
"ZNF423","SYSTEMIC LUPUS ERYTHEMATOSUS",66.4881490118144,2,"Pmcoa_2833868,Medline_15476163"
"A2M","SYSTEMIC LUPUS ERYTHEMATOSUS",80.8157315650972,2,"Medline_1784886,Medline_9442926"
"C9ORF3","SYSTEMIC LUPUS ERYTHEMATOSUS",82.7847136040229,3,"Medline_17899624,Medline_21120501,Medline_15571929"
"SIGIRR","SYSTEMIC LUPUS ERYTHEMATOSUS",70.3174642467538,2,"Pmcoa_3430643,Medline_20112371"
"CD180","SYSTEMIC LUPUS ERYTHEMATOSUS",81.9062967345336,5,"Medline_12483730,Medline_10616005,Medline_21941580,Pmcoa_3175410,Pmcoa_1508139"
"FXN","SYSTEMIC LUPUS ERYTHEMATOSUS",75.5822677556844,3,"Medline_10677247,Medline_2062564,Medline_6374861"
"LMNB1","SYSTEMIC LUPUS ERYTHEMATOSUS",72.9098944976848,3,"Medline_10403261,Patent_US6613532,Medline_10765948"
"CLEC4C","SYSTEMIC LUPUS ERYTHEMATOSUS",79.2732207543418,5,"Medline_13130472,Patent_US20170269075,Medline_18684674,Medline_25762615,Pmcoa_4403047"
"IL4I1","SYSTEMIC LUPUS ERYTHEMATOSUS",68.0169625600231,2,"Pmcoa_2193838,Medline_12031486"
"TYROBP","SYSTEMIC LUPUS ERYTHEMATOSUS",72.8961309697767,2,"Medline_15571931,Pmcoa_2707004"
"CD24","SYSTEMIC LUPUS ERYTHEMATOSUS",79.7321404908339,3,"Pmcoa_3118335,Pmcoa_5381688,Medline_17763438"
"MECP2","SYSTEMIC LUPUS ERYTHEMATOSUS",77.3498438626136,5,"Patent_US20090246768,Pmcoa_3817542,Medline_26782401,Medline_18320046,Pmcoa_2253825"
"C4B","SYSTEMIC LUPUS ERYTHEMATOSUS",85.5560609361718,10,"Medline_9777334,Medline_15286835,Medline_3265961,Medline_16771861,Medline_12133986,Medline_15294999,Medline_3502648,Medline_8478849,Patent_US20090305306,Pmcoa_3166911"
"DNASE1L3","SYSTEMIC LUPUS ERYTHEMATOSUS",79.7980401746082,6,"Medline_22019780,Medline_28039554,Medline_12974753,Pmcoa_5203839,Medline_27821515,Pmcoa_2685644"
"PLA2G7","SYSTEMIC LUPUS ERYTHEMATOSUS",82.2431118243398,3,"Medline_1424155,Medline_2354868,Pmcoa_2834121"
"SLEB3","SYSTEMIC LUPUS ERYTHEMATOSUS",63.09352568764,2,"Medline_12136236,Patent_WO2006024169A1"
"OCA2","SYSTEMIC LUPUS ERYTHEMATOSUS",82.1253062920402,10,"Medline_15751081,Medline_11678449,Medline_2479275,Medline_27230556,Medline_8129786,Medline_2760462,Pmcoa_3241364,Medline_9218818,Medline_22933364,Pmcoa_5865408"
"TRAF1","SYSTEMIC LUPUS ERYTHEMATOSUS",79.2716374123685,4,"Pmcoa_4967658,Medline_21905002,Patent_WO2014008426A2,Pmcoa_3094270"
"HLA-DMA","SYSTEMIC LUPUS ERYTHEMATOSUS",78.2718403512782,2,"Medline_12858445,Medline_9487257"
"ADAR","SYSTEMIC LUPUS ERYTHEMATOSUS",70.3299331120206,2,"Medline_12243919,Pmcoa_3978614"
"TGM2","SYSTEMIC LUPUS ERYTHEMATOSUS",84.5206683189574,2,"Medline_12455168,Medline_15176659"
"SNRPD1","SYSTEMIC LUPUS ERYTHEMATOSUS",75.7373529532343,4,"Medline_28790444,Medline_9631751,Pmcoa_5548929,Medline_16880187"
"MMP7","SYSTEMIC LUPUS ERYTHEMATOSUS",72.7651060068478,2,"Medline_17854363,Pmcoa_2656222"
"NUP62","SYSTEMIC LUPUS ERYTHEMATOSUS",63.769823814333,2,"Medline_20648220,Pmcoa_2905771"
"PXK","SYSTEMIC LUPUS ERYTHEMATOSUS",72.9595751754565,3,"Medline_21243490,Medline_24534757,Pmcoa_2685644"
"HSP90AB1","SYSTEMIC LUPUS ERYTHEMATOSUS",75.3935167570486,3,"Medline_10447736,Medline_23091704,Pmcoa_3471389"
"CD1C","SYSTEMIC LUPUS ERYTHEMATOSUS",70.8345000288862,6,"Medline_11046069,Patent_EP1784196B1,Patent_US7772380,Patent_US20070238673,Patent_US20060052316,Patent_US8022043"
"EMB","SYSTEMIC LUPUS ERYTHEMATOSUS",80.8404059001532,3,"Medline_20659589,Medline_19846276,Medline_22503566"
"IFNA17","SYSTEMIC LUPUS ERYTHEMATOSUS",72.6661815324876,3,"Medline_19000144,Patent_EP2536430A1,Patent_WO2011100786A1"
"MERTK","SYSTEMIC LUPUS ERYTHEMATOSUS",82.7635196199616,3,"Medline_24741600,Pmcoa_3987794,Pmcoa_4429687"
"DNMT1","SYSTEMIC LUPUS ERYTHEMATOSUS",79.7894650534438,4,"Pmcoa_3557288,Pmcoa_3037390,Medline_19444718,Medline_26770634"
"EGR2","SYSTEMIC LUPUS ERYTHEMATOSUS",68.9992023790323,2,"Medline_20194224,Pmcoa_3332408"
"DHX9","SYSTEMIC LUPUS ERYTHEMATOSUS",80.0751376250418,4,"Pmcoa_5173168,Pmcoa_2875632,Medline_20537203,Pmcoa_2911855"
"ACLY","SYSTEMIC LUPUS ERYTHEMATOSUS",73.6042818008464,3,"Medline_22084605,Medline_19078422,Pmcoa_3201107"
"MX1","SYSTEMIC LUPUS ERYTHEMATOSUS",81.7127511735738,5,"Pmcoa_5763828,Medline_22859983,Medline_26175399,Pmcoa_3408474,Medline_19462904"
"NCF2","SYSTEMIC LUPUS ERYTHEMATOSUS",77.3209736610474,3,"Medline_24163247,Medline_25795782,Medline_22203994"
"PRDM1","SYSTEMIC LUPUS ERYTHEMATOSUS",81.5228522470907,3,"Medline_23911415,Medline_23220434,Pmcoa_5568473"
"CREM","SYSTEMIC LUPUS ERYTHEMATOSUS",76.1826466477301,5,"Patent_WO2004071418A2,Patent_US20040197316,Medline_21097497,Pmcoa_5165720,Medline_12370343"
"SEMG1","SYSTEMIC LUPUS ERYTHEMATOSUS",76.1163577991852,2,"Medline_22088180,Medline_22088179"
"FCRL3","SYSTEMIC LUPUS ERYTHEMATOSUS",76.8296955581931,2,"Medline_19690864,Medline_23564408"
"MFGE8","SYSTEMIC LUPUS ERYTHEMATOSUS",82.4918551071008,3,"Medline_20213738,Medline_28266034,Medline_19502262"
"ADAMTS13","SYSTEMIC LUPUS ERYTHEMATOSUS",85.8117876925101,3,"Medline_16624087,Medline_23554033,Medline_25824235"
"CIC","SYSTEMIC LUPUS ERYTHEMATOSUS",71.0299140738319,4,"Patent_EP1718674A2,Patent_US20090010937,Patent_WO2005072380A2,Medline_17335556"
"IRF3","SYSTEMIC LUPUS ERYTHEMATOSUS",84.8972788145985,5,"Medline_25130328,Medline_18539711,Medline_22127978,Medline_19213861,Pmcoa_2944801"
"IKZF1","SYSTEMIC LUPUS ERYTHEMATOSUS",79.3393548187518,3,"Medline_24697319,Medline_22782532,Pmcoa_5869589"
"AFF1","SYSTEMIC LUPUS ERYTHEMATOSUS",70.1043623877533,2,"Medline_22291604,Pmcoa_3266877"
"IKBKE","SYSTEMIC LUPUS ERYTHEMATOSUS",66.6668507479668,2,"Medline_21179067,Pmcoa_3060320"
"HSP90B1","SYSTEMIC LUPUS ERYTHEMATOSUS",81.2614212894755,3,"Medline_20352117,Pmcoa_3471389,Pmcoa_2843739"
"RFX1","SYSTEMIC LUPUS ERYTHEMATOSUS",67.2507621948382,2,"Pmcoa_3046540,Medline_27283392"
"LY9","SYSTEMIC LUPUS ERYTHEMATOSUS",74.4610195904186,3,"Medline_27482100,Pmcoa_5769523,Medline_22184727"
"GSTM1","SYSTEMIC LUPUS ERYTHEMATOSUS",81.2615176422676,2,"Medline_27755947,Medline_22217397"
"AICDA","SYSTEMIC LUPUS ERYTHEMATOSUS",82.6311624307051,3,"Medline_25775145,Medline_28955333,Pmcoa_5601273"
"PRKCD","SYSTEMIC LUPUS ERYTHEMATOSUS",70.001045191277,2,"Medline_29177435,Pmcoa_5886157"
"C1R","SYSTEMIC LUPUS ERYTHEMATOSUS",75.389796480558,4,"Pmcoa_3874733,Medline_29550838,Medline_28544690,Pmcoa_5442170"
"C1S","SYSTEMIC LUPUS ERYTHEMATOSUS",75.9764139108189,4,"Pmcoa_3874733,Medline_1575792,Medline_29550838,Pmcoa_5442170"
"ACTB","SYSTEMIC LUPUS ERYTHEMATOSUS",69.3179285124922,2,"Pmcoa_5564738,Medline_18683684"
"CD70","SYSTEMIC LUPUS ERYTHEMATOSUS",84.2168433039544,2,"Medline_19874375,Medline_28497391"
"LAIR1","SYSTEMIC LUPUS ERYTHEMATOSUS",81.3299171948234,4,"Medline_22355402,Pmcoa_3280211,Medline_24399813,Medline_28325905"
"MIR23B","SYSTEMIC LUPUS ERYTHEMATOSUS",68.0672373548449,2,"Medline_24555106,Pmcoa_3886791"
"WDFY4","SYSTEMIC LUPUS ERYTHEMATOSUS",73.1584561926757,7,"Pmcoa_2820522,Medline_20169177,Medline_22972472,Patent_EP2984180A2,Patent_US20160060699,Patent_WO2014169204A2,Patent_WO2015184249A2"
"IRF1","SYSTEMIC LUPUS ERYTHEMATOSUS",85.848327368923,3,"Medline_25418955,Medline_24836587,Medline_25611806"
"MDM2","SYSTEMIC LUPUS ERYTHEMATOSUS",83.2882562388889,4,"Medline_29324237,Pmcoa_4451996,Medline_26090506,Medline_21949095"
"FKBP11","SYSTEMIC LUPUS ERYTHEMATOSUS",64.7694659551024,2,"Medline_26417441,Pmcoa_4578525"
"CD276","SYSTEMIC LUPUS ERYTHEMATOSUS",74.4770830913666,2,"Medline_17877113,Pmcoa_5750499"
"IFNK","SYSTEMIC LUPUS ERYTHEMATOSUS",65.4930904870362,2,"Pmcoa_4490545,Medline_21389044"
"CST3","SYSTEMIC LUPUS ERYTHEMATOSUS",82.8251327139126,3,"Medline_28914371,Medline_23306163,Pmcoa_4672043"
"RRP8","SYSTEMIC LUPUS ERYTHEMATOSUS",63.1155220320361,2,"Medline_26098692,Pmcoa_4476694"
"GNAQ","SYSTEMIC LUPUS ERYTHEMATOSUS",66.3024502856688,2,"Medline_27965465,Pmcoa_5349870"
"PDGFB","SYSTEMIC LUPUS ERYTHEMATOSUS",68.9379098807491,2,"Pmcoa_5372299,Medline_28356164"
"LBR","SYSTEMIC LUPUS ERYTHEMATOSUS",82.1125696428607,2,"Medline_2766336,Medline_3112222"
"ELK1","SYSTEMIC LUPUS ERYTHEMATOSUS",63.5671440865035,2,"Medline_24130510,Pmcoa_3794920"
"HISTONE H2B","SYSTEMIC LUPUS ERYTHEMATOSUS",66.7663643720525,3,"Medline_22967069,Patent_US20150010584,Pmcoa_4983062"
"LGALS8","SYSTEMIC LUPUS ERYTHEMATOSUS",67.5627259189806,3,"Medline_19395456,Patent_US20160209414,Pmcoa_4022541"
"PTPRC","SYSTEMIC LUPUS ERYTHEMATOSUS",84.2860473311509,3,"Medline_8630107,Pmcoa_5244668,Medline_9845419"
"SLAMF1","SYSTEMIC LUPUS ERYTHEMATOSUS",80.4464079106088,2,"Medline_25920347,Medline_20810499"
"XRCC1","SYSTEMIC LUPUS ERYTHEMATOSUS",70.9102839772692,2,"Medline_21682595,Pmcoa_4058225"
"NFIL3","SYSTEMIC LUPUS ERYTHEMATOSUS",67.6052822924249,2,"Medline_23340290,Pmcoa_5085618"
"AFP","SYSTEMIC LUPUS ERYTHEMATOSUS",80.7038788186575,2,"Medline_7562773,Medline_2409682"
"IRF2","SYSTEMIC LUPUS ERYTHEMATOSUS",68.3106219179138,2,"Medline_25285625,Pmcoa_4186848"
"GPER1","SYSTEMIC LUPUS ERYTHEMATOSUS",69.2325265374196,2,"Medline_29255468,Pmcoa_5722986"
"TBK1","SYSTEMIC LUPUS ERYTHEMATOSUS",79.4281188763488,3,"Pmcoa_5763828,Medline_26432890,Medline_29321042"
"PIN1","SYSTEMIC LUPUS ERYTHEMATOSUS",72.0018196705252,5,"Patent_US20140219957,Patent_US9439884,Patent_US20170202799,Patent_WO2016011268A1,Medline_27159270"
"IFI27","SYSTEMIC LUPUS ERYTHEMATOSUS",80.8361300089252,4,"Medline_27257790,Pmcoa_4892593,Pmcoa_4839700,Pmcoa_5450176"
"IFI44L","SYSTEMIC LUPUS ERYTHEMATOSUS",65.2325944350746,2,"Medline_27257790,Pmcoa_4892593"
"DUSP22","SYSTEMIC LUPUS ERYTHEMATOSUS",68.3666163827644,2,"Medline_27557500,Pmcoa_5295375"
"CD74","SYSTEMIC LUPUS ERYTHEMATOSUS",82.5246733194588,6,"Patent_EP2605788A2,Patent_WO2012024223A2,Medline_28219888,Patent_US20170266281,Patent_US20160279239,Medline_27752708"
"TPO","SYSTEMIC LUPUS ERYTHEMATOSUS",81.7781420248175,3,"Medline_28544477,Medline_28712818,Patent_WO2012031122A2"
"VSTM1","SYSTEMIC LUPUS ERYTHEMATOSUS",66.3923663088212,2,"Medline_24205237,Pmcoa_3799702"
"APOL1","SYSTEMIC LUPUS ERYTHEMATOSUS",68.3035517988435,2,"Medline_28850570,Pmcoa_4312530"
"LGALS3BP","SYSTEMIC LUPUS ERYTHEMATOSUS",77.5485018749392,2,"Medline_29233037,Medline_27084029"
"CFI","SYSTEMIC LUPUS ERYTHEMATOSUS",66.5393086714635,2,"Medline_29492211,Pmcoa_5823600"
"TRIB1","SYSTEMIC LUPUS ERYTHEMATOSUS",64.5621758722807,2,"Medline_29599769,Pmcoa_5862796"
"TNFRSF17","SYSTEMIC LUPUS ERYTHEMATOSUS",80.2544695611747,4,"Medline_26424128,Patent_US20120213768,Patent_WO2012118622A1,Medline_25989238"
"WFDC21P","SYSTEMIC LUPUS ERYTHEMATOSUS",63.5566227662482,2,"Medline_29123179,Pmcoa_5680319"
"APOM","SYSTEMIC LUPUS ERYTHEMATOSUS",69.9381803810113,2,"Medline_28476116,Pmcoa_5420091"
"CASP10","SYSTEMIC LUPUS ERYTHEMATOSUS",66.212158594754,2,"Medline_25370148,Pmcoa_4226892"
"C2","SYSTEMIC LUPUS ERYTHEMATOSUS",72.395891636067,11,"Patent_EP0640101A1,Medline_26176736,Patent_US20030216544,Patent_EP0640101B1,Patent_WO1993021223A1,Patent_US6641813,Patent_US6897287,Patent_WO1991011718A1,Patent_WO1991017171A1,Patent_US7276341,Medline_8305927"
"MAVS","SYSTEMIC LUPUS ERYTHEMATOSUS",80.8390063641196,5,"Pmcoa_4226892,Pmcoa_3467508,Patent_WO2017185022A1,Medline_28512148,Medline_27899525"
"KLF13","SYSTEMIC LUPUS ERYTHEMATOSUS",62.6470365712717,2,"Medline_20589685,Patent_WO2015007871A2"
"UBE2L3","SYSTEMIC LUPUS ERYTHEMATOSUS",75.1414673280392,3,"Medline_22476155,Pmcoa_4298761,Pmcoa_5095918"
"ID1","SYSTEMIC LUPUS ERYTHEMATOSUS",69.7289618811582,2,"Medline_22966240,Pmcoa_3433142"
"GABRP","SYSTEMIC LUPUS ERYTHEMATOSUS",64.1309872769557,2,"Medline_26634217,Pmcoa_4655060"
"TNFAIP8L2","SYSTEMIC LUPUS ERYTHEMATOSUS",69.081384028692,2,"Medline_26824452,Pmcoa_5266285"
"VTCN1","SYSTEMIC LUPUS ERYTHEMATOSUS",71.5547470720377,2,"Medline_29321778,Pmcoa_5732181"
"GAS5","SYSTEMIC LUPUS ERYTHEMATOSUS",66.5390158156135,2,"Medline_29123179,Pmcoa_5680319"
"FCN3","SYSTEMIC LUPUS ERYTHEMATOSUS",65.0939125429869,10,"Patent_US20040170613,Patent_US20070122394,Patent_EP1531676B1,Patent_EP2430923A1,Patent_EP1531676A2,Patent_US7700571,Patent_US7709455,Patent_WO2003103581A2,Pmcoa_5025237,Medline_27631981"
"CR2","SYSTEMIC LUPUS ERYTHEMATOSUS",74.8388049639775,2,"Medline_29515028,Pmcoa_2193358"
"SERPINC1","SYSTEMIC LUPUS ERYTHEMATOSUS",81.4739473927149,2,"Medline_6826782,Medline_6442639"
"CD200","SYSTEMIC LUPUS ERYTHEMATOSUS",75.0611451298595,4,"Patent_US20160166680,Patent_US9737598,Pmcoa_3446504,Patent_WO2017079335A1"
"CLU","SYSTEMIC LUPUS ERYTHEMATOSUS",73.704570067897,2,"Patent_WO2017134043A1,Pmcoa_4917652"
"MB21D1","SYSTEMIC LUPUS ERYTHEMATOSUS",70.6992547506803,2,"Patent_WO2016176222A1,Pmcoa_5463399"
"BANK1","SYSTEMIC LUPUS ERYTHEMATOSUS",78.2472762684968,3,"Pmcoa_3681036,Patent_WO2015184249A2,Pmcoa_3876023"
"IFNL1","SYSTEMIC LUPUS ERYTHEMATOSUS",82.4466025030381,2,"Pmcoa_3218903,Pmcoa_5471711"
"ABCD1","SYSTEMIC LUPUS ERYTHEMATOSUS",78.7564627257406,2,"Pmcoa_3633861,Pmcoa_3143173"
"KDM6B","SYSTEMIC LUPUS ERYTHEMATOSUS",79.4016516980674,2,"Pmcoa_5564738,Pmcoa_4233403"
